incident_num,offense,date,street,lat,long,district,shooting,weekday,hour
212002945,HARASSMENT/ CRIMINAL HARASSMENT,2021-01-13,W SPRINGFIELD ST,42.33954199,-71.06940877,D4,0,Wednesday,10
212011659,VERBAL DISPUTE,2021-02-22,CENTRE ST,42.32283759,-71.10096723,E13,0,Monday,19
212031990,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-05-16,MARLOWE ST,42.29818638,-71.06402824,C11,0,Sunday,14
212003224,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-01-15,HUNTINGTON AVE,42.33954199,-71.06940877,D4,0,Friday,13
212021157,VAL - VIOLATION OF AUTO LAW,2021-04-02,BROAD ST,42.35824479,-71.05415356,A1,0,Friday,19
212024648,SICK/INJURED/MEDICAL - PERSON,2021-04-16,WILLIAM T MORRISSEY BLVD,42.29507166,-71.04749709,C11,0,Friday,19
212010120,VAL - OPERATING W/O AUTHORIZATION LAWFUL,2021-02-15,MASSACHUSETTS AVE,42.32866284,-71.08563401,External,0,Monday,15
212043536,M/V ACCIDENT - OTHER,2021-06-26,DUNBAR AVE,42.28646063,-71.07268587,B3,0,Saturday,22
212017709,INVESTIGATE PROPERTY,2021-03-20,HYDE PARK AVE,42.26922388,-71.12085347,E18,0,Saturday,1
212036826,AUTO THEFT,2021-06-03,WASHINGTON ST,42.349056,-71.1504985,D14,0,Thursday,1
212028090,INVESTIGATE PERSON,2021-04-30,WOOLSON ST,42.28081213,-71.0885577,B3,0,Friday,0
212010747,MISSING PERSON - LOCATED,2021-02-18,MILLET ST,42.29368748,-71.07692422,B3,0,Thursday,15
212031751,PROPERTY - LOST/ MISSING,2021-05-15,HARRISON AVE,42.33954199,-71.06940877,D4,0,Saturday,13
212028783,PROPERTY - LOST/ MISSING,2021-05-03,BLUE HILL AVENUE,42.35866,-71.05674,B3,0,Monday,20
20021670,LARCENY SHOPLIFTING,2021-05-07,HARRISON AVENUE,42.35866,-71.05674,D4,0,Friday,17
212027616,SICK ASSIST,2021-04-28,RIVER ST,42.26361745,-71.10237387,E18,0,Wednesday,22
212028454,INVESTIGATE PERSON,2021-05-02,GIBSON ST,42.29755533,-71.0597091,A1,0,Sunday,16
212208502,THREATS TO DO BODILY HARM,2021-02-08,BOWDOIN ST,42.32866284,-71.08563401,C11,0,Monday,15
212005961,M/V ACCIDENT - OTHER,2021-01-28,"LAGRANGE ST & PARTRIDGE ST
WEST ROXBURY  MA 02132
",42.274898,-71.14548203,E5,0,Thursday,9
212037128,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-04,HARRISON AVE,42.33954199,-71.06940877,D4,0,Friday,14
212023598,VERBAL DISPUTE,2021-04-12,EUSTIS ST,42.32946303,-71.07922822,B2,0,Monday,17
212004084,SUDDEN DEATH,2021-01-19,NAVARRE ST,42.27458078,-71.11766502,E18,0,Tuesday,15
212006450,M/V ACCIDENT - OTHER,2021-01-30,"BEACHAM ST & MAFFA WAY
CHARLESTOWN  MA 02129
UNITE",42.38470902,-71.07529197,A15,0,Saturday,13
212020402,SICK ASSIST,2021-03-30,GATES ST,42.3335702,-71.04826456,C6,0,Tuesday,21
212023063,LARCENY SHOPLIFTING,2021-04-10,NEWBURY ST,42.34840576,-71.08688339,D4,0,Saturday,15
212011629,TOWED MOTOR VEHICLE,2021-02-22,FREELAND ST,42.27541909,-71.07937875,B3,0,Monday,16
212010768,VANDALISM,2021-02-18,DEVONSHIRE ST,42.3560932,-71.05734151,A1,0,Thursday,16
212011336,INVESTIGATE PERSON,2021-02-21,MEDFORD ST,42.37944051,-71.05841511,A15,0,Sunday,11
212000507,INJURY BICYCLE NO M/V INVOLVED,2021-01-03,CENTRE ST,42.30884327,-71.11935202,E13,0,Sunday,10
212030609,ASSAULT - AGGRAVATED,2021-05-10,STANLEY ST,42.30942585,-71.06956549,C11,0,Monday,21
212042588,INVESTIGATE PROPERTY,2021-06-23,HANCOCK ST,42.310434,-71.0613401,C11,0,Wednesday,17
212041699,INVESTIGATE PERSON,2021-06-18,CENTRE ST,42.28709355,-71.14822128,E5,0,Friday,17
212006746,VERBAL DISPUTE,2021-01-31,WOOLSON ST,42.28081213,-71.0885577,B3,0,Sunday,21
212029442,SICK/INJURED/MEDICAL - PERSON,2021-05-06,FAYETTE ST,42.34929082,-71.06676765,A1,0,Thursday,14
212018762,TOWED MOTOR VEHICLE,2021-03-24,ROUND HILL ST,42.32469169,-71.10618924,E13,0,Wednesday,11
212004573,PROPERTY - FOUND,2021-01-21,"GARDNER ST & MALVERN ST
BRIGHTON  MA 02215
UNITED ",42.35336098,-71.12494403,D14,0,Thursday,20
212000670,VERBAL DISPUTE,2021-01-04,W DEDHAM ST,42.34186765,-71.07272215,D4,0,Monday,7
212027163,LARCENY THEFT FROM BUILDING,2021-04-26,AMERICAN LEGION HWY,42.25621592,-71.12401947,E18,0,Monday,21
212039924,M/V ACCIDENT - OTHER,2021-06-14,BOYLSTON ST,42.35157076,-71.07186599,D4,0,Monday,17
212000642,SICK ASSIST - DRUG RELATED ILLNESS,2021-01-03,RIVER ST,42.26361745,-71.10237387,E18,0,Sunday,22
212035979,VAL - OPERATING AFTER REV/SUSP.,2021-05-31,CENTRE ST,42.32291406,-71.10328402,E13,0,Monday,7
212007873,NOISY PARTY/RADIO-NO ARREST,2021-02-05,FIDELIS WAY,42.34531664,-71.14298078,D14,0,Friday,16
212038517,INVESTIGATE PROPERTY,2021-06-09,FATHER FRANCIS J GILDAY ST,42.33760828,-71.07333879,D4,0,Wednesday,11
212002188,FIRE REPORT,2021-01-10,BEACON ST,42.35335717,-71.08017703,D4,0,Sunday,22
212027613,SICK ASSIST,2021-04-28,COMMONWEALTH AVE,42.33973513,-71.15872619,D14,0,Wednesday,22
212040664,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2021-06-17,"ESSEX ST & WASHINGTON ST
BOSTON  MA 02116
UNITED S",42.35237302,-71.06260905,A1,0,Thursday,1
212019052,INVESTIGATE PERSON,2021-03-25,W MAIN ST,42.28790493,-71.09507426,B3,0,Thursday,13
212041609,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-19,GIBSON ST,42.29755533,-71.0597091,C11,0,Saturday,20
212007213,VERBAL DISPUTE,2021-02-03,LEONARD ST,42.30200898,-71.05696814,C11,0,Wednesday,5
212024081,SICK ASSIST,2021-04-14,LEIGHTON RD,42.25244012,-71.14307663,E18,0,Wednesday,14
212012724,BURGLARY - COMMERICAL,2021-02-27,E LENOX ST,42.33437384,-71.07793188,D4,0,Saturday,8
212009194,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-02-11,H ST,42.336799,-71.04158979,C6,0,Thursday,18
212021906,INVESTIGATE PERSON,2021-04-05,LEYDEN ST,42.38969786,-71.00957095,A7,0,Monday,23
212015700,INVESTIGATE PERSON,2021-03-11,BURBANK ST,42.34447409,-71.08889326,D4,0,Thursday,22
212011823,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2021-02-23,WASHINGTON ST,42.32866284,-71.08563401,B2,0,Tuesday,15
212019197,INVESTIGATE PERSON,2021-03-25,W BROADWAY,42.34096914,-71.05418723,C6,0,Thursday,22
212014476,INVESTIGATE PROPERTY,2021-03-06,TOPLIFF ST,42.30443502,-71.06862907,C11,0,Saturday,21
212034961,SUDDEN DEATH,2021-05-27,PARK DR,42.34160357,-71.0977175,D4,0,Thursday,6
212037651,SICK/INJURED/MEDICAL - PERSON,2021-06-06,BEECH ST,42.27717807,-71.13522599,E5,0,Sunday,9
212011707,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2021-02-23,HARRISON AVE EXT,42.35866,-71.05674,A1,0,Tuesday,0
212006246,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-01-29,WASHINGTON ST,42.27419145,-71.07003668,C11,0,Friday,13
212034615,VERBAL DISPUTE,2021-05-26,ROSEWOOD ST,42.2676132,-71.09848676,E18,0,Wednesday,0
212019900,M/V ACCIDENT - PROPERTY DAMAGE,2021-03-28,RIVER ST,42.27133005,-71.08299865,B3,0,Sunday,20
212004018,SICK ASSIST,2021-01-19,BORDER ST,42.37382755,-71.04052459,A7,0,Tuesday,10
212019380,ASSAULT - SIMPLE,2021-03-26,MOUNT IDA RD,42.3062909,-71.06512497,C11,0,Friday,17
212005268,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2021-01-25,"TREMONT ST & HERALD ST
BOSTON  MA 02116
UNITED STA",42.34749004,-71.06859804,D4,0,Monday,8
212021258,M/V ACCIDENT - OTHER CITY VEHICLE,2021-04-03,IPSWICH ST,42.34750472,-71.0934647,D4,0,Saturday,9
212041588,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-19,GIBSON ST,42.29755533,-71.0597091,C11,0,Saturday,16
212003091,PROPERTY - FOUND,2021-01-14,WASHINGTON ST,42.349056,-71.1504985,D14,0,Thursday,20
212024390,SICK ASSIST,2021-04-15,PRINCETON ST,42.37765999,-71.03560198,A7,0,Thursday,15
212005222,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-01-24,"HARLEY ST & WELLES AVE
DORCHESTER  MA 02124
UNITED",42.28838997,-71.06953001,C11,0,Sunday,21
212018708,SICK ASSIST,2021-03-24,BOARDMAN ST,42.39001126,-71.01170314,A7,0,Wednesday,3
212013968,VANDALISM,2021-03-04,WINTER ST,42.35545,-71.0605,A1,0,Thursday,16
212040472,FRAUD - CREDIT CARD / ATM FRAUD,2021-05-10,GIBSON ST,42.29755533,-71.0597091,C11,0,Monday,0
212005302,VAL - VIOLATION OF AUTO LAW,2021-01-25,MASSACHUSETTS AVE,42.34309082,-71.08540752,D4,0,Monday,11
212028520,ASSAULT - SIMPLE,2021-05-02,HARRISON AVE,42.33954199,-71.06940877,D4,0,Sunday,21
212015596,INVESTIGATE PROPERTY,2021-03-11,HOLTON ST,42.36007007,-71.13620886,D14,0,Thursday,15
212022845,VANDALISM,2021-04-08,PARIS ST,42.37081805,-71.03929078,A7,0,Thursday,18
212006080,PROPERTY - LOST/ MISSING,2021-01-28,W BROADWAY,42.34302578,-71.05728085,C6,0,Thursday,13
212003775,ASSAULT - SIMPLE,2021-01-18,WASHINGTON ST,42.35174282,-71.0627594,A1,0,Monday,7
212013118,MISSING PERSON - LOCATED,2021-02-25,HARRISON AVE,42.34329795,-71.06458096,D4,0,Thursday,12
212006535,INVESTIGATE PROPERTY,2021-01-30,PRINCETON ST,42.37846078,-71.03345662,A7,0,Saturday,20
212036599,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-02,"JULIAN ST & JUDSON ST
DORCHESTER  MA 02125
UNITED ",42.35866,-71.05674,B2,0,Wednesday,15
212020873,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2021-04-01,CHAUNCY ST,42.35285118,-71.06096411,A1,0,Thursday,16
212037560,VANDALISM,2021-06-06,GOODALE RD,42.2836283,-71.09349553,B3,0,Sunday,0
212001148,LANDLORD - TENANT,2021-01-06,FRAZER ST,42.26273505,-71.11078287,E18,0,Wednesday,9
212008760,M/V ACCIDENT - PROPERTY DAMAGE,2021-02-09,DUMAS ST,42.28450874,-71.08580588,B3,0,Tuesday,20
212008493,VANDALISM,2021-02-08,SHANDON RD,42.29611583,-71.09121958,B3,0,Monday,14
212020415,SICK ASSIST,2021-03-30,BOYLSTON ST,42.3523119,-71.0637051,A1,0,Tuesday,22
212009884,PROPERTY - LOST/ MISSING,2021-02-14,"DALE ST & SHERMAN ST
ROXBURY  MA 02119
UNITED STAT",42.32064401,-71.08280397,B2,0,Sunday,16
212031748,VANDALISM,2021-05-15,CENTRE ST,42.28709355,-71.14822128,E5,0,Saturday,13
212029595,VANDALISM,2021-05-07,AMERICAN LEGION HWY,42.28747651,-71.10695496,E18,0,Friday,1
212010849,BURGLARY - COMMERICAL,2021-02-18,SAINT ROSE ST,42.30460133,-71.11552139,E13,0,Thursday,23
212042938,FRAUD - FALSE PRETENSE / SCHEME,2021-06-24,BOYLSTON ST,42.34412628,-71.09942777,D4,0,Thursday,19
212017840,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2021-03-20,COLUMBUS AVE,42.3375685,-71.0859405,D4,0,Saturday,17
212005373,SICK ASSIST - DRUG RELATED ILLNESS,2021-01-25,BLUE HILL AVE,42.30938437,-71.08262277,B2,0,Monday,16
212024364,VAL - OPERATING AFTER REV/SUSP.,2021-04-15,"MELVILLE AVE & WALDECK ST
DORCHESTER  MA 02124
UNI",42.29466799,-71.06673703,C11,0,Thursday,14
212003269,MISSING PERSON - LOCATED,2021-01-15,GREENWICH ST,42.29755533,-71.0597091,C11,0,Friday,15
212027822,LARCENY THEFT OF BICYCLE,2021-04-29,STOUGHTON TER,42.31585358,-71.06176241,C11,0,Thursday,20
212043291,INVESTIGATE PERSON,2021-06-26,COMMONWEALTH AVE,42.34877575,-71.09606805,D4,0,Saturday,1
212004828,SICK ASSIST - DRUG RELATED ILLNESS,2021-01-23,MARGARETTA DR,42.33538444,-71.10677965,E5,0,Saturday,1
212039100,VERBAL DISPUTE,2021-06-11,SAWYER AVE,42.31289868,-71.0596399,C11,0,Friday,13
212014000,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2021-03-04,SOUTHAMPTON ST,42.33210843,-71.07014395,C6,0,Thursday,12
212028244,VERBAL DISPUTE,2021-05-01,COURT ST,42.35892279,-71.05835354,A1,0,Saturday,0
212012160,SICK ASSIST,2021-02-24,LOVEJOY WHRF,42.36723964,-71.05992109,A1,0,Wednesday,0
212034156,LARCENY THEFT FROM BUILDING,2021-05-19,MERCER ST,42.33083888,-71.04975281,C6,0,Wednesday,4
212030466,LARCENY THEFT FROM MV - NON-ACCESSORY,2021-05-07,GIBSON ST,42.29755533,-71.0597091,B2,0,Friday,14
212021697,INVESTIGATE PERSON,2021-04-05,COURTLAND RD,42.28630083,-71.09447003,B3,0,Monday,8
212000609,M/V ACCIDENT - OTHER,2021-01-03,"GLENWAY ST & OLD RD
DORCHESTER  MA 02121
UNITED ST",42.30170999,-71.085185,B3,0,Sunday,19
212033226,VERBAL DISPUTE,2021-05-20,HYDE PARK AVE,42.25621592,-71.12401947,E18,0,Thursday,19
212022250,TOWED MOTOR VEHICLE,2021-04-07,WALNUT ST,42.29025821,-71.03978624,C11,0,Wednesday,9
212011854,POSSESSION OF BURGLARIOUS TOOLS,2021-02-23,PARKER ST,42.32469443,-71.10087902,E13,0,Tuesday,16
212033375,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-05-21,GIBSON ST,42.29755533,-71.0597091,C11,0,Friday,12
212003351,SUDDEN DEATH,2021-01-15,WESTMINSTER CT,42.31636873,-71.09396544,B2,0,Friday,19
212020486,TOWED MOTOR VEHICLE,2021-03-31,"SAVIN HILL AVE & TREADWAY RD
DORCHESTER  MA 02125
",42.31286697,-71.05804295,C11,0,Wednesday,9
212027237,M/V ACCIDENT - PROPERTY DAMAGE,2021-04-27,"BAIRD ST & BLUE HILL AVE
DORCHESTER  MA 02124
UNIT",42.28555701,-71.09112501,B3,0,Tuesday,15
212040695,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),2021-06-17,ROWELL ST,42.31333949,-71.0642497,C11,0,Thursday,7
212008328,TOWED MOTOR VEHICLE,2021-02-07,COLUMBIA RD,42.33051057,-71.04244433,C6,0,Sunday,18
212003948,TOWED MOTOR VEHICLE,2021-01-18,WASHINGTON ST,42.2709644,-71.14625121,E18,0,Monday,22
212010963,SICK ASSIST - DRUG RELATED ILLNESS,2021-02-19,"SAINT GEORGE ST & E NEWTON ST
BOSTON  MA 02118
UNI",42.33807299,-71.07265194,D4,0,Friday,15
212014130,SICK ASSIST,2021-03-05,WARREN ST,42.34946444,-71.14270449,D14,0,Friday,11
212030845,SICK ASSIST,2021-05-11,WACHUSETT ST,42.29690053,-71.11259518,E13,0,Tuesday,19
212006759,BALLISTICS EVIDENCE/FOUND,2021-02-01,DRACUT ST,42.28741838,-71.0619078,C11,1,Monday,0
212009380,LARCENY SHOPLIFTING,2021-02-12,NEWBURY ST,42.34840576,-71.08688339,D4,0,Friday,15
212006328,VANDALISM,2021-01-16,NORWELL ST,42.35866,-71.05674,B3,0,Saturday,0
212024457,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-04-15,"40 NEW SUDBURY ST
BOSTON  MA 02114
UNITED STATES",42.36183857,-71.05976489,A1,0,Thursday,21
212012948,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,2021-02-28,AMORY ST,42.31402867,-71.10500767,E13,0,Sunday,8
212024301,FRAUD - CREDIT CARD / ATM FRAUD,2021-04-14,LAURIAT ST,42.28482577,-71.09137369,B3,0,Wednesday,16
212039923,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-11,HYDE PARK AVE,42.25621592,-71.12401947,E18,0,Friday,15
212036601,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-05-29,AKRON ST,42.35866,-71.05674,B2,0,Saturday,21
212031754,HARBOR INCIDENT / VIOLATION,2021-05-15,COMMERCIAL ST,42.367271,-71.05272807,A1,0,Saturday,12
212043477,SICK ASSIST,2021-06-26,"WASHINGTON ST & AVERY ST
BOSTON  MA 02111
UNITED S",42.35323001,-71.06254,A1,0,Saturday,17
212025188,PROPERTY - LOST/ MISSING,2021-04-19,SAVIN HILL AVE,42.3117771,-71.0540209,C11,0,Monday,9
212001481,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2021-01-07,BORDER ST,42.38229155,-71.04036424,A7,0,Thursday,16
212019700,VANDALISM,2021-03-27,PONTIAC ST,42.3320438,-71.10101376,B2,0,Saturday,19
212006000,MISSING PERSON - LOCATED,2021-01-27,CLANCY RD,42.27758394,-71.07099159,B3,0,Wednesday,20
212023992,VANDALISM,2021-04-14,CHARLES ST,42.35827471,-71.07057867,A1,0,Wednesday,8
212020037,LARCENY THEFT OF BICYCLE,2021-03-23,BRAINERD RD,42.34654105,-71.13514595,D14,0,Tuesday,4
212023378,LARCENY THEFT OF BICYCLE,2021-04-11,CAMBRIDGE ST,42.36127249,-71.06408269,A1,0,Sunday,14
212022113,BURGLARY - RESIDENTIAL,2021-04-06,MARLBOROUGH ST,42.35196813,-71.08200943,D4,0,Tuesday,18
212028013,M/V ACCIDENT - PROPERTY DAMAGE,2021-04-30,ALLSTATE RD,42.32696647,-71.06198607,C6,0,Friday,17
212028433,INVESTIGATE PERSON,2021-05-02,RIVER ST,42.26361745,-71.10237387,E18,0,Sunday,14
212041692,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-06-20,GIBSON ST,42.29755533,-71.0597091,C11,0,Sunday,18
212005647,M/V ACCIDENT - PROPERTY DAMAGE,2021-01-26,EAST ST,42.3076111,-71.05970561,C11,0,Tuesday,19
212041662,VANDALISM,2021-06-20,WASHINGTON ST,42.30971857,-71.10429432,E13,0,Sunday,15
212006753,INVESTIGATE PERSON,2021-01-31,FRAWLEY ST,42.33279607,-71.10793327,B2,0,Sunday,0
212019162,ASSAULT - AGGRAVATED,2021-03-25,ALBANY ST,42.33428841,-71.07239518,D4,0,Thursday,18
212010184,HARASSMENT/ CRIMINAL HARASSMENT,2021-02-15,MAVERICK ST,42.37081805,-71.03929078,A7,0,Monday,15
212001920,AUTO THEFT,2021-01-08,UNION ST,42.349056,-71.1504985,D14,0,Friday,18
212041064,INVESTIGATE PERSON,2021-06-18,NORFOLK ST,42.28828038,-71.07652688,B3,0,Friday,12
212019169,SUDDEN DEATH,2021-03-25,MARTIN LUTHER KING JR BLVD,42.31860134,-71.08405792,B2,0,Thursday,20
212020082,INVESTIGATE PROPERTY,2021-03-29,BEARSE AVE,42.27129722,-71.06323991,C11,0,Monday,15
212025023,M/V - LEAVING SCENE - PROPERTY DAMAGE,2021-04-17,"STANWOOD ST & NORMANDY ST
DORCHESTER  MA 02121
UNI",42.30925699,-71.08026695,B2,0,Saturday,21
212042276,INVESTIGATE PERSON,2021-06-22,PORTER ST,42.37037238,-71.03144802,A7,0,Tuesday,15
212005276,FRAUD - WELFARE,2021-01-21,GREENWICH ST,42.33551719,-71.08347976,D4,0,Thursday,0
212037872,INVESTIGATE PERSON,2021-06-07,METCALF CT,42.30536762,-71.115715,E13,0,Monday,0
212019537,VERBAL DISPUTE,2021-03-27,PONTIAC ST,42.33065613,-71.10202348,B2,0,Saturday,8
212023185,SICK ASSIST,2021-04-11,LONSDALE ST,42.29111533,-71.05843629,C11,0,Sunday,0
212016688,SICK ASSIST,2021-03-15,PERRIN ST,42.3218854,-71.07906279,B2,0,Monday,22
212032601,LARCENY ALL OTHERS,2021-05-18,WASHINGTON ST,42.30516888,-71.10877689,E13,0,Tuesday,17
212040309,MISSING PERSON,2021-06-15,WASHINGTON ST,42.30971857,-71.10429432,E13,0,Tuesday,18
212012673,SICK ASSIST,2021-02-26,BLOSSOM ST,42.3616972,-71.06685878,A1,0,Friday,22
