incident_num,offense,date,street,lat,long,district,shooting,weekday,hour
202000979,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-01-04,TREMONT ST & CONCORD SQ,42.3405180136197,-71.0780650269736,D4,0,Saturday,17
202019879,INVESTIGATE PERSON,2020-03-12,GREEN ST,42.3766316681323,-71.0559319549787,A15,0,Thursday,14
202034454,LARCENY ALL OTHERS,2020-05-18,DUNBAR AVE,42.2848257658049,-71.091373689388,B3,0,Monday,18
202007547,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-01-25,DORCHESTER AVE,42.2975553295965,-71.0597091024257,C11,0,Saturday,17
202005782,PROPERTY - LOST/ MISSING,2020-01-17,GENEVA AVE,42.2975553295965,-71.0597091024257,C11,0,Friday,8
202039730,MISSING PERSON,2020-06-07,GREENVILLE ST,42.3269680143481,-71.080519411517,B2,0,Sunday,23
202034177,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",2020-05-17,WINSTON RD,42.2848257658049,-71.091373689388,B3,0,Sunday,15
202020604,VANDALISM,2020-03-14,GLENDON ST,42.3822687210494,-71.0302650681162,A7,0,Saturday,19
202028447,INVESTIGATE PROPERTY,2020-04-21,HOMESTEAD ST,42.3124213232887,-71.0915490205352,B2,1,Tuesday,14
202013836,VAL - VIOLATION OF AUTO LAW,2020-02-18,HUNTINGTON AVE,42.3448118186725,-71.0823432376763,D4,0,Tuesday,14
202033047,SICK ASSIST,2020-05-12,ATHERTON ST,42.316162072297,-71.0990314692,E13,0,Tuesday,18
202014173,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-02-21,"301 WASHINGTON ST
BRIGHTON  MA 02135
UNITED STATES",42.3490560003051,-71.1504984997502,D14,0,Friday,6
202025376,LARCENY THEFT FROM MV - NON-ACCESSORY,2020-04-05,HYDE PARK AVE,42.2633777587605,-71.1214899730466,E18,0,Sunday,18
202004204,M/V ACCIDENT - OTHER,2020-01-16,"K ST & EMERSON ST
SOUTH BOSTON  MA 02127
UNITED ST",42.3347869533189,-71.0373999408572,C6,0,Thursday,13
202031936,FRAUD - FALSE PRETENSE / SCHEME,2020-05-01,SHANDON RD,42.295054337683,-71.089040765351,B3,0,Friday,12
202021298,TOWED MOTOR VEHICLE,2020-03-18,FAN PIER BLVD,42.3533238254021,-71.04573775216,C6,0,Wednesday,13
202035956,SICK ASSIST,2020-05-25,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY  MA 0",42.3325309964666,-71.0721299945038,C6,0,Monday,6
202004695,INVESTIGATE PERSON,2020-01-18,COMMONWEALTH AVENUE,42.35866,-71.05674,D4,0,Saturday,0
202003687,LARCENY THEFT FROM BUILDING,2020-01-04,HIGH ST,42.3618385665647,-71.0597648909416,A1,0,Saturday,1
202045349,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,2020-06-28,"COLUMBIA RD & WYOLA PL
DORCHESTER  MA 02121
UNITED",42.3081709713395,-71.075100946212,C11,0,Sunday,1
202036062,INVESTIGATE PERSON,2020-05-25,WALK HILL ST,42.2949660477105,-71.1157239799181,E13,0,Monday,16
202026398,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-04-02,"COVINGTON ST & E 8TH ST
BOSTON  MA 02127
UNITED ST",42.3312779952662,-71.0461960004845,C6,0,Thursday,16
202034043,M/V ACCIDENT - OTHER,2020-05-16,"BLUE HILL AVENUE & WALES ST
BOSTON  MA 02124
UNITE",42.2986750379797,-71.0866720444924,B3,0,Saturday,20
202024589,LARCENY THEFT FROM BUILDING,2020-03-31,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,D14,0,Tuesday,13
202044871,FIREARM/WEAPON - FOUND OR CONFISCATED,2020-06-26,FERRIN ST,42.3774985455161,-71.0587738231899,A15,0,Friday,13
202044490,LARCENY THEFT FROM BUILDING,2020-06-24,ALLSTATE RD,42.3280996604115,-71.0632167604899,C6,0,Wednesday,21
202015971,SICK ASSIST,2020-02-27,DUDLEY ST,42.3225733671869,-71.0728280320246,B2,0,Thursday,20
202031945,INVESTIGATE PERSON,2020-05-07,COMMONWEALTH AVE,42.3525716973574,-71.0749162975368,D4,0,Thursday,17
202000614,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2020-01-02,RIVER ST,42.2714826307145,-71.0756438544172,B3,0,Thursday,15
202044213,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),2020-06-24,W BROADWAY,42.3393041571423,-71.0516042300714,C6,0,Wednesday,5
202032929,FRAUD - CREDIT CARD / ATM FRAUD,2020-05-11,SURREY ST,42.3490560003051,-71.1504984997502,D14,0,Monday,0
202022217,SICK/INJURED/MEDICAL - POLICE,2020-03-21,W BROADWAY,42.3412875043904,-71.054679326494,C6,0,Saturday,16
202034048,SICK ASSIST,2020-05-16,BEACON ST,42.3469735008256,-71.1036910004712,D4,0,Saturday,12
200258926,VAL - OPERATING AFTER REV/SUSP.,2020-05-29,WHEATLAND AVE,42.2935027150423,-71.073448615678,B3,0,Friday,19
202015972,TOWED MOTOR VEHICLE,2020-02-27,WASHINGTON ST,42.289622384736,-71.0714194254056,C11,0,Thursday,18
202022588,THREATS TO DO BODILY HARM,2020-03-24,SOUTH ST,42.2871894164308,-71.1295458286846,E5,0,Tuesday,9
202022932,M/V ACCIDENT - PROPERTY DAMAGE,2020-03-25,BRIGHTON AVE,42.3533975644119,-71.136219201348,D14,0,Wednesday,15
202014947,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,2020-02-24,"MASSACHUSETTS AVE & NEWBURY ST
BOSTON  MA 02115
UN",42.3481019666258,-71.0881410331755,D4,0,Monday,12
202032815,LARCENY THEFT OF BICYCLE,2020-05-11,CHARLES ST,42.3618385665647,-71.0597648909416,A1,0,Monday,8
202016218,LARCENY SHOPLIFTING,2020-02-27,WASHINGTON ST,42.3527294742853,-71.0625629084842,A1,0,Thursday,15
202014139,VANDALISM,2020-02-20,CENTRAL AVE,42.2586311304313,-71.1208896111125,E18,0,Thursday,21
202029653,ROBBERY,2020-04-27,HYDE PARK AVE,42.2562159204022,-71.1240194732902,E18,0,Monday,15
202040942,FRAUD - IMPERSONATION,2020-05-12,SIERRA RD,42.2562159204022,-71.1240194732902,E18,0,Tuesday,12
202018681,VANDALISM,2020-03-06,WALNUT AVE,42.3097185676727,-71.1042943178765,B2,0,Friday,21
202030059,LARCENY SHOPLIFTING,2020-04-29,E COTTAGE ST,42.3200417558524,-71.0610411817676,C11,0,Wednesday,11
202007516,INVESTIGATE PERSON,2020-01-28,LINDEN ST,42.3057082234862,-71.0601545075479,C11,0,Tuesday,15
202006121,THREATS TO DO BODILY HARM,2020-01-23,NORMANDY ST,42.3113024609183,-71.0782413829721,B2,0,Thursday,11
202033683,LICENSE PREMISE VIOLATION,2020-05-15,STOUGHTON ST,42.3148962054219,-71.060430279875,C11,0,Friday,13
202038603,M/V ACCIDENT - PROPERTY DAMAGE,2020-06-03,"BOSTON ST & MOUNT VERNON ST
DORCHESTER  MA 02125
U",42.3229959677405,-71.0606759672181,C6,0,Wednesday,15
202023181,INVESTIGATE PERSON,2020-03-26,COLUMBUS AVE,42.3150689804943,-71.0974657941199,E13,0,Thursday,20
202039240,LARCENY THEFT FROM MV - NON-ACCESSORY,2020-06-05,"JERSEY ST & VAN NESS ST
BOSTON  MA 02215
UNITED ST",42.3453960364872,-71.0982390352072,D4,0,Friday,13
202006439,LARCENY SHOPLIFTING,2020-01-24,BOYLSTON ST,42.3509590879459,-71.0741278007508,D4,0,Friday,16
202033193,HARASSMENT/ CRIMINAL HARASSMENT,2020-05-13,WASHINGTON ST,42.286837962403,-71.0711924939709,C11,0,Wednesday,14
202039286,VERBAL DISPUTE,2020-06-05,FORBES ST,42.3211829028787,-71.1068278005667,E13,0,Friday,21
202002710,ASSAULT - AGGRAVATED,2020-01-11,TREMONT ST,42.3494286414245,-71.0653664119742,A1,0,Saturday,2
202035317,SICK/INJURED/MEDICAL - POLICE,2020-05-22,"1249 HYDE PARK AVE
HYDE PARK  MA 02136
UNITED STAT",42.2562159204022,-71.1240194732902,E18,0,Friday,9
202004781,SICK ASSIST,2020-01-18,BOSTON ST,42.3269211210856,-71.0584186076542,C6,0,Saturday,13
202013959,LARCENY ALL OTHERS,2020-02-20,W SEVENTH ST,42.3375092094369,-71.0558244251475,C6,0,Thursday,17
202005373,MISSING PERSON,2020-01-20,GREENVILLE ST,42.3286628355561,-71.0856340118355,B2,0,Monday,11
202004300,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2020-01-16,"GREENBRIER ST & PARK ST
BOSTON  MA 02124
UNITED ST",42.2959829950541,-71.0702660301757,C11,0,Thursday,18
202039849,INVESTIGATE PROPERTY,2020-06-08,CENTRE ST,42.35866,-71.05674,E13,0,Monday,13
202005243,M/V - LEAVING SCENE - PERSONAL INJURY,2020-01-20,"BENNINGTON ST & NEPTUNE RD
EAST BOSTON  MA 02128
U",42.3799689975087,-71.0253739426479,A7,0,Monday,11
202038932,SICK ASSIST,2020-06-04,"HARRISON AVE & TRAVELER ST
BOSTON  MA 02118
UNITED",42.3444970099313,-71.0640130267524,D4,0,Thursday,16
202026179,INVESTIGATE PERSON,2020-04-03,BROADLAWN PARK,42.2870935525911,-71.1482212837716,E5,0,Friday,15
202011314,BURGLARY - COMMERICAL,2020-02-11,BOYLSTON ST,42.348623815555,-71.0827763708641,D4,0,Tuesday,3
202041255,AUTO THEFT - MOTORCYCLE / SCOOTER,2020-06-12,DORCHESTER AVE,42.2975553295965,-71.0597091024257,C11,0,Friday,18
202038229,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-05-22,MONTELLO ST,42.2975553295965,-71.0597091024257,C11,0,Friday,18
202040528,INVESTIGATE PERSON,2020-06-10,WINDSOR ST,42.3347380328311,-71.0835742266156,D4,0,Wednesday,20
202039603,LARCENY THEFT OF MV PARTS & ACCESSORIES,2020-06-07,UNION PARK,42.3395419898301,-71.0694087696754,D4,0,Sunday,12
202022951,DANGEROUS OR HAZARDOUS CONDITION,2020-03-02,WASHINGTON ST,42.3286628355561,-71.0856340118355,B2,0,Monday,18
202005621,LARCENY SHOPLIFTING,2020-01-21,SOUTH ST,42.3511020280252,-71.0573518600294,A1,0,Tuesday,20
202045414,AUTO THEFT,2020-06-27,MORTON ST,42.2848257658049,-71.091373689388,B3,0,Saturday,0
202032530,LARCENY THEFT FROM MV - NON-ACCESSORY,2020-05-09,BORDER ST,42.3713008031776,-71.0388842617254,A7,0,Saturday,20
202039347,VANDALISM,2020-06-05,BORDER ST,42.3822915451446,-71.0403642428448,A7,0,Friday,18
202031484,VERBAL DISPUTE,2020-05-05,PERTH ST,42.3131000351627,-71.0763974655569,B2,0,Tuesday,16
202038040,LARCENY THEFT FROM BUILDING,2020-05-30,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,C6,0,Saturday,23
202036534,MISSING PERSON - LOCATED,2020-05-27,CEDAR ST,42.3286628355561,-71.0856340118355,B2,0,Wednesday,14
202033007,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2020-05-12,BUNKER HILL ST,42.3773638842017,-71.0579137603485,A15,0,Tuesday,14
202043860,VANDALISM,2020-06-22,BLUE HILL AVE,42.2957223216751,-71.0750515715769,B3,0,Monday,23
202035451,ASSAULT - SIMPLE,2020-05-22,WESTERN AVE,42.3625308171446,-71.1401316498022,D14,0,Friday,19
202007348,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-01-28,"W COTTAGE ST & JUDSON ST
DORCHESTER  MA 02119
UNIT",42.3206339851917,-71.0750290547154,B2,0,Tuesday,0
202032081,M/V ACCIDENT - OTHER,2020-05-08,WASHINGTON ST,42.3490154625812,-71.1516033474414,D14,0,Friday,12
202039482,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2020-06-06,ASTORIA ST,42.2791384061075,-71.0879708990336,B3,0,Saturday,18
202005455,THREATS TO DO BODILY HARM,2020-01-21,PLAYSTEAD RD,42.3093851131877,-71.0942189524325,B2,0,Tuesday,11
202001115,LARCENY SHOPLIFTING,2020-01-05,MORTON ST,42.2818706071383,-71.0875115191181,B3,0,Sunday,9
212001930,THREATS TO DO BODILY HARM,2020-03-21,GALLIVAN BLVD,42.2848257658049,-71.091373689388,C11,0,Saturday,10
202024744,TOWED MOTOR VEHICLE,2020-04-03,MICHIGAN AVE,42.3025060536545,-71.0832940003941,B3,0,Friday,8
202016829,ROBBERY,2020-03-01,"395 COLUMBIA RD
DORCHESTER  MA 02125
UNITED STATES",42.311919594246,-71.0691300737638,C11,0,Sunday,19
202038286,FRAUD - CREDIT CARD / ATM FRAUD,2020-05-18,WOOLSON ST,42.2848257658049,-71.091373689388,B3,0,Monday,9
202017343,ASSAULT - SIMPLE,2020-03-03,HARRISON AVE,42.3351190394661,-71.0749170961373,D4,0,Tuesday,17
202040141,SUDDEN DEATH,2020-06-09,BUNKER HILL ST,42.3773638842017,-71.0579137603485,A15,0,Tuesday,12
202006601,VAL - OPERATING AFTER REV/SUSP.,2020-01-25,"HAMPDEN ST & DUDLEY ST
ROXBURY  MA 02119
UNITED ST",42.3261370393017,-71.0753189575,B2,0,Saturday,9
202022611,FRAUD - FALSE PRETENSE / SCHEME,2020-03-17,MADISON ST,42.2562159204022,-71.1240194732902,E18,0,Tuesday,12
202041442,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,2020-06-13,FRANKLIN PARK RD,42.3023806435396,-71.0871182953043,B2,0,Saturday,22
202027580,PROPERTY - LOST/ MISSING,2020-04-13,TOWNSEND ST,42.317881760472,-71.0891197506607,B2,0,Monday,9
202000213,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2020-01-01,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,A1,0,Wednesday,19
202022483,LANDLORD - TENANT,2020-03-23,DOWNER AVE,42.311541719002,-71.061225427496,C11,0,Monday,19
202017815,FRAUD - FALSE PRETENSE / SCHEME,2020-02-21,"3347 WASHINGTON ST
JAMAICA PLAIN  MA 02130
UNITED ",42.3097185676727,-71.1042943178765,E13,0,Friday,10
202021432,SICK/INJURED/MEDICAL - PERSON,2020-03-18,JOHN ELIOT SQUARE,42.3300131779998,-71.0911786335405,B2,0,Wednesday,22
202009342,PROPERTY - LOST/ MISSING,2020-02-03,WASHINGTON ST,42.3286628355561,-71.0856340118355,D4,0,Monday,12
202023241,SICK/INJURED/MEDICAL - PERSON,2020-03-02,WASHINGTON ST,42.3286628355561,-71.0856340118355,B2,0,Monday,8
202042894,LARCENY THEFT FROM MV - NON-ACCESSORY,2020-06-18,CAMBRIDGE ST,42.3540967847012,-71.1361577363354,D14,0,Thursday,12
202016485,PROPERTY - FOUND,2020-02-29,BUNKER HILL ST,42.3766316681323,-71.0559319549787,A15,0,Saturday,15
202013061,BURGLARY - COMMERICAL,2020-02-17,WASHINGTON ST,42.3410893582601,-71.0702056940208,D4,0,Monday,8
202000343,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-01-01,ADAMS ST,42.2878721611525,-71.0550632374165,C11,0,Wednesday,0
202022384,FRAUD - FALSE PRETENSE / SCHEME,2020-03-23,COLUMBUS AVE,42.3097185676727,-71.1042943178765,E13,0,Monday,13
202017401,ASSAULT - AGGRAVATED,2020-03-03,HANCOCK ST,42.313193819904,-71.0650083285478,C11,1,Tuesday,21
202034755,M/V ACCIDENT - OTHER,2020-05-20,"BEACON ST & CHARLES ST
BOSTON  MA 02108
UNITED STA",42.3562179656659,-71.0694280170962,A1,0,Wednesday,8
202027524,TOWED MOTOR VEHICLE,2020-04-16,WOODLEDGE ST,42.3146509509764,-71.074480058589,B2,0,Thursday,19
202016550,LARCENY SHOPLIFTING,2020-02-29,BOYLSTON ST,42.348623815555,-71.0827763708641,D4,0,Saturday,19
202009389,LARCENY THEFT FROM BUILDING,2020-02-04,HUNTINGTON AVE,42.3479723982459,-71.0784958158727,D4,0,Tuesday,9
202031986,INVESTIGATE PERSON,2020-05-07,HAZLETON ST,42.2815256689815,-71.0970033505338,B3,0,Thursday,20
202012902,ROBBERY,2020-02-16,HUNTINGTON AVE,42.3345028479838,-71.103680196105,B2,0,Sunday,13
202045858,FRAUD - CREDIT CARD / ATM FRAUD,2020-06-02,ALLSTATE RD,42.3412875043904,-71.054679326494,C6,0,Tuesday,13
202028523,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-04-21,RIVER ST,42.2632451856118,-71.1070330032326,E18,0,Tuesday,18
202043111,SICK ASSIST,2020-06-20,MONTEBELLO RD,42.312613350354,-71.1019159278516,E13,0,Saturday,7
202013365,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-02-18,BLUE HILL AVE,42.2848257658049,-71.091373689388,B3,0,Tuesday,15
202037161,TOWED MOTOR VEHICLE,2020-05-29,BRADEEN ST,42.2907287460117,-71.1218351717675,E5,0,Friday,16
202035018,SUDDEN DEATH,2020-05-21,AMORY ST,42.3140286665547,-71.1050076689063,E13,0,Thursday,11
202017212,TOWED MOTOR VEHICLE,2020-03-03,"LEICESTER ST & WASHINGTON ST
BRIGHTON  MA 02135
UN",42.3491240102207,-71.1546199752758,D14,0,Tuesday,10
202002272,SUICIDE / SUICIDE ATTEMPT,2020-01-09,ROBINWOOD AVE,42.3162401888603,-71.1126701066929,E13,0,Thursday,16
202018147,FRAUD - FALSE PRETENSE / SCHEME,2020-03-06,NEWBURY ST,42.3395419898301,-71.0694087696754,D4,0,Friday,13
202008943,SICK/INJURED/MEDICAL - PERSON,2020-02-02,ALLSTON ST,42.3527952842904,-71.1347558262622,D14,0,Sunday,20
202044391,LARCENY THEFT FROM MV - NON-ACCESSORY,2020-06-24,LONGFELLOW PL,42.3618385665647,-71.0597648909416,A1,0,Wednesday,14
202015588,LARCENY THEFT OF MV PARTS & ACCESSORIES,2020-02-26,WILLIAM F MCCLELLAN HWY,42.3935286218501,-71.0115824401942,A7,0,Wednesday,15
202044116,FORGERY / COUNTERFEITING,2020-06-23,MONTMORENCI AVE,42.3914909477984,-71.0080064858,A7,0,Tuesday,20
202035072,MISSING PERSON - LOCATED,2020-05-20,WASHINGTON ST,42.2585186944934,-71.1603034725233,E5,0,Wednesday,11
202027485,VAL - VIOLATION OF AUTO LAW,2020-04-14,WASHINGTON ST,42.3338393514992,-71.0802903828804,D4,0,Tuesday,13
202039611,TRESPASSING,2020-06-07,WESTINGHOUSE PLZ,42.2562159204022,-71.1240194732902,E18,0,Sunday,1
202055319,INVESTIGATE PERSON,2020-06-17,WASHINGTON ST,42.2870935525911,-71.1482212837716,E5,0,Wednesday,21
202044397,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2020-06-24,"OLD MORTON ST & RIVER ST
MATTAPAN  MA 02126
UNITED",42.2719440085232,-71.0712389890579,B3,0,Wednesday,16
202000533,LARCENY SHOPLIFTING,2020-01-02,WASHINGTON ST,42.355123390368,-71.0608797985164,A1,0,Thursday,20
202023307,LICENSE PREMISE VIOLATION,2020-03-27,SUMMER ST,42.3542624707201,-71.0588333416265,A1,0,Friday,13
202014444,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-02-22,"650 HARRISON AVE
BOSTON  MA 02118
UNITED STATES",42.3395419898301,-71.0694087696754,D4,0,Saturday,13
202027011,LARCENY THEFT FROM BUILDING,2020-04-14,CAMBRIDGE ST,42.3539349245737,-71.1365259452376,D14,0,Tuesday,13
202041473,VERBAL DISPUTE,2020-06-14,PAISLEY PARK,42.2970750229421,-71.0638141758722,C11,0,Sunday,1
202015065,CHILD REQUIRING ASSISTANCE (FOMERLY CHINS),2020-02-24,CENTRE ST,42.3133275315408,-71.1141002252277,E13,0,Monday,18
202042584,SICK ASSIST,2020-06-18,TREMONT ST,42.3364089122433,-71.0856503922073,D4,0,Thursday,10
202006002,TOWED MOTOR VEHICLE,2020-01-23,WOODSTOCK AVE,42.3451347239206,-71.1384134556516,D14,0,Thursday,9
202015617,VAL - OPERATING AFTER REV/SUSP.,2020-02-26,PERCIVAL ST,42.3075813536682,-71.0643073615861,C11,0,Wednesday,17
202018745,SUDDEN DEATH,2020-03-08,CALLENDER ST,42.2878539341055,-71.0867968440985,B3,0,Sunday,15
202003969,INVESTIGATE PROPERTY,2020-01-15,GIBSON ST,42.2975553295965,-71.0597091024257,C11,0,Wednesday,16
202028325,SICK/INJURED/MEDICAL - POLICE,2020-04-11,WASHINGTON ST,42.3490560003051,-71.1504984997502,D14,0,Saturday,0
202003380,M/V ACCIDENT - OTHER,2020-01-09,CORINTH ST,42.2859320098462,-71.1293370460306,E5,0,Thursday,7
202010276,LARCENY THEFT OF MV PARTS & ACCESSORIES,2020-02-06,BENNETT ST,42.351906499545,-71.1591301235023,D14,0,Thursday,23
202032383,ASSAULT - SIMPLE,2020-05-09,BROMFIELD ST,42.3569885699401,-71.0608493698326,A1,0,Saturday,17
202031154,BURGLARY - COMMERICAL,2020-05-03,LONG WHRF,42.3600147294528,-71.0493041060976,A1,0,Sunday,3
202044876,INVESTIGATE PERSON,2020-06-26,MASSACHUSETTS AVE,42.3382886564083,-71.0790847633429,D4,0,Friday,13
202032503,LARCENY THEFT FROM BUILDING,2020-05-05,DORCHESTER AVE,42.2975553295965,-71.0597091024257,C11,0,Tuesday,0
202023654,INVESTIGATE PROPERTY,2020-03-29,WHITFIELD ST,42.2922212954015,-71.0746707267875,B3,0,Sunday,11
202045574,SICK ASSIST,2020-06-29,"WARREN AVE & DARTMOUTH ST
BOSTON  MA 02116
UNITED ",42.3443000389934,-71.0744699808817,D4,0,Monday,2
202016637,LARCENY ALL OTHERS,2020-03-01,WEST ST,42.3542837724149,-71.0638040374747,A1,0,Sunday,3
202030837,TRESPASSING,2020-05-02,HANOVER ST,42.3633915378044,-71.0548812257061,A1,0,Saturday,18
202002737,NOISY PARTY/RADIO-NO ARREST,2020-01-11,KENNEBEC ST,42.2711607193869,-71.1081486558643,E18,0,Saturday,7
202008800,M/V - LEAVING SCENE - PROPERTY DAMAGE,2020-02-02,"LINCOLN ST & CAMBRIDGE ST
BRIGHTON  MA 02134
UNITE",42.3573239725872,-71.128052031576,D14,0,Sunday,7
202022498,MISSING PERSON - NOT REPORTED - LOCATED,2020-03-22,WASHINGTON ST,42.3395419898301,-71.0694087696754,A1,0,Sunday,23
202013852,LARCENY SHOPLIFTING,2020-02-20,NEWBURY ST,42.3499973272539,-71.0810344032756,D4,0,Thursday,10
202005439,THREATS TO DO BODILY HARM,2020-01-18,OLD COLONY AVE,42.3412875043904,-71.054679326494,C6,0,Saturday,0
202017570,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2020-03-04,EDSON ST,42.2862370827051,-71.0776827921078,B3,0,Wednesday,13
202015496,VANDALISM,2020-02-26,CAUSEWAY ST,42.3665995211601,-71.0589533892022,A1,0,Wednesday,0
